2021-09-21 22:49:22,b'@sondehalfmoon_ Hai nitip ya\nYukk dm @khaihzure \n\xe2\x9c\xa8Haloo aku open joki tugas \xe2\x9c\xa8\n\xf0\x9f\x91\x89 Review jurnal\n\xf0\x9f\x91\x89Makalah ppt\n\xf0\x9f\x91\x89PKM-GT\n\xf0\x9f\x91\x89TUGAS KIMIA SMA\n\xf0\x9f\x91\x89 TRANSLATE JURNAL\n\xf0\x9f\x91\x89TUGAS SOSHUM\n\xf0\x9f\x91\x89Resume makalah\nt. tugas kimia ulangan realtime ujian jastik jasa ketik ppt makalah word\nY https://t.co/Kf1KiEPeeg',dinn JAZTAG
2021-09-21 22:48:27,b'@luvinfaisy @jeytaime Tip\n\nYukk dm @khaihzure \n\n\xe2\x9c\xa8Haloo aku open joki tugas \xe2\x9c\xa8\n\xf0\x9f\x91\x89 Review jurnal\n\xf0\x9f\x91\x89Makalah ppt\n\xf0\x9f\x91\x89PKM-GT\n\xf0\x9f\x91\x89TUGAS KIMIA SMA\n\xf0\x9f\x91\x89 TRANSLATE JURNAL\n\xf0\x9f\x91\x89TUGAS SOSHUM\n\xf0\x9f\x91\x89Resume makalah\nt. tugas kimia ulangan realtime ujian jastik jasa ketik ppt makalah word https://t.co/n6gNfXpGuV',dinn JAZTAG
2021-09-21 22:47:09,"b'Bismillah, open joki tugasnya kak, terutama matematika yaa\xf0\x9f\xa5\xb0\n\n#zonauang\xef\xb8\x8f #jokitugas'","🐻 || OPEN JOKI TUGAS, MTK, PPT, MAKALAH, JASTUL."
2021-09-21 22:45:27,"b'haloo kaka kakaa selamat pagii, yang nyari joki ppt atau poster mepet deadline bisa bgt langsung dm aku yaa, harga terjangkau dan pastinya trusted\xe2\x98\xba\xef\xb8\x8f (*start from 3k ajaah) https://t.co/K7WsIRnNPL'",gerihihi open joki tugas.
2021-09-21 22:44:53,"b'Hallo, buat yang lagi mager / ada kendala pas nugas, bisa serahin ke saya nih, langsung dikerjain\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n\xe2\x9c\x8f\xef\xb8\x8f joki tugas B.Indo\n\xe2\x9c\x8f\xef\xb8\x8f jastul / jasa tulis / joki tulis\n\xe2\x9c\x8f\xef\xb8\x8f rangkuman / resume video &amp; materi\n\xe2\x9c\x8f\xef\xb8\x8f fastrespon, amanah, ramah.\n\n\xf0\x9f\x92\xb3 : all e wallet &amp; qriss #zonajoki #jokitugas #zonaba https://t.co/1eqVSMlYop'","JOKI TUGAS / TULIS / RANGKUM, WA AJA YA"
2021-09-21 22:43:30,"b'lagi banyak deadline dan butuh joki tugas?\nyuk kepoin pricelist joki tugas by pivie, trusted banget udah banyak testi &gt;&lt;\n#zonauang https://t.co/67AdotIt7y'",pivie OFF
2021-09-21 22:42:40,"b'Yuk yang lagi butuh joki tugas/real-time statistik, olah data skripsi spss/eviews/smartpls/excel/minitab/R bisa hubungi kami ya, dikerjakan langsung oleh mahasiswa STATISTIKA TOP 3 PTN\xf0\x9f\x98\x8a #zonauang #zonaba #zonajajan #jokitugas'",Testi 200+|Statistik|Hukum|Fisika|Ekonomi|Akun
2021-09-21 22:41:06,b'Yukk yang mau joki tugas bolehh yaa dm akuuu sudah open nihh\n\nt. tugas kimia ulangan realtime ujian jastik jasa ketik ppt makalah word\n#zonauang #zonajajan #jokitugas\nhttps://t.co/i50STTbU9P',dinn - JOKI TUGAS
2021-09-21 22:40:45,b'joki mtk yang open sekarang ada? #zonaba #zonauang',𔘓
2021-09-21 22:40:34,"b'Yang bisa kerjain kuis fisika dasar dong, bab vektor dan kinematika partikel.\nPer soal berapa yaa? Kalau 1 soalnya ada anaknya 5 gitu berapa?\nJoki Fisika Dasar.'",namakuara
